grant_id,Title,Donations Standard deviation,Variety of tokens,Variety of chain,Variety of days,Votes,Total raised
2154,GivethTRACE,23.282185837365724,4,3,7,15,184.67947334311864
2575,DefiLab_xyz,1.394133555268015,5,3,15,127,186.237956014
7615,Ethereum Uncensored,10.507844627293794,5,3,14,28,187.5026477
2924,Putting the Paris Agreement on,14.958933439827556,5,3,13,33,188.3024421617
1158,Finematics - DeFi Education,5.57310494492584,6,3,15,55,192.22417144
4073,Support and onboard climate pr,7.124742776304806,4,3,14,52,194.7218835
7347,Hypatia Galaxy : Chinese Femal,13.148714321225123,4,3,13,40,197.50729086500002
5876,Intentional DAO,19.320831587179534,3,2,10,22,199.7735926
7412,JustShills - The Ethical Way!,6.672631787286924,5,3,13,36,199.8336065
7267,join3 - Collaboration and Soci,2.64814233283922,4,3,13,126,207.54186449615003
5089,ENS Development Support,7.52447844217302,4,3,11,35,209.351631765
7344,L3GENDARY DAO,28.220559837966007,4,3,10,20,211.031139405
7499,🧬 DeSciLATAM,10.561430506970435,5,3,6,42,211.89285728
285,Universal Basic Income — UBI,2.869278850113933,6,3,15,98,213.67463434405
6199,Share the vision of Emergent A,22.42177908661211,3,2,10,16,214.6262328
5332,Ecorise DAO - Decentralized Ec,10.034238302732877,4,3,14,39,215.1416543
7887,Technology owes nature a compe,64.17296274042097,3,2,2,8,215.49668599999998
517,TokenEngineering Academy – Edu,8.308603515513989,5,3,12,39,215.560138257
1653,Ethereum Staking Guides by Coi,17.075303701709664,4,3,12,33,220.96135431
7974,SolDAO — Building Solidity as,0.4517143403306266,4,2,6,158,222.587161085
4972,JournoDAO: Using Web3 to Upgra,38.19519730757487,4,3,6,15,223.46076300000001
6624,"Cryptoversidad, blockchain edu",42.936600611484565,6,3,10,14,227.90559354280003
4881,Carbon Captors DAO,7.010671412463085,4,3,16,53,228.526242975
816,Grassroots Economics CIC Suppo,31.297879629279972,5,3,6,13,232.17641815311865
6697,W3ST: SOLARPUNK META-NATION,11.319364452338649,4,3,8,32,233.89500342
5133,zk-reddit,2.9954031929340332,5,3,16,92,234.19594871
562,Learning Data Science on the E,16.065057591158162,4,3,13,27,234.329436235
4280,Dark Sea marketplace in Dark F,1.8035349957429727,5,3,12,142,235.92367614
7163,disCarbon - reversing climate,27.804971251301467,5,3,8,19,237.2949155
4866,Ditto Protocol - Trustless NFT,10.223480211467267,4,2,15,93,239.577099569
7580,CryptoDo - Multichain construc,5.988312320232898,5,3,12,44,240.350984735
7473,Portland Regenerative Technolo,17.16487414394434,5,3,11,36,241.043591955
6085,Web3 Reputation Oracle by Ormi,2.269978645080806,5,3,9,148,243.10102777
7541,"BlockVersity, A DAO and NFT ma",56.074296276753266,2,2,4,6,243.4522305
7656,🌳🏠DAO - Solarpunk & Regen Vill,8.998571228537166,4,3,11,28,244.011045671
5374,Will3 - Trustless Crypto Estat,16.828562528929016,5,3,14,36,244.68444045
7893,ENS Academy: A space where we,32.71352531613917,5,3,6,23,245.80129758
3853,Stopping Alzheimer's with Ligh,6.159910672939712,6,3,12,53,246.58464200577967
6616,Maven Foundation,1.4342162485143803,5,3,13,160,248.031300775
6179,The Loot Tapestry,10.403537550868812,4,3,13,52,250.59441500678898
7187,Sisu Network,2.5742594313925355,5,3,16,145,254.115551305
7494,Internet of Animals: An Open-S,6.637293827201967,6,3,14,76,255.07349869
7338,Impacta Finance: Scaling Web3,19.759686016404917,5,3,8,22,256.49130049999997
4924,Vanara - Art & Hemp Crafts,14.167854406773957,5,3,11,52,257.23292527
7427,On-Chain Commercial Licensing,19.869175238986603,4,3,10,18,257.3035305
6761,Truts - Discovery platform for,20.616896347998214,5,3,4,11,258.58324665
6675,"Proposal Inverter ( Now, Inver",19.826389321210886,4,2,8,25,266.60395083577964
4722,"Lume Web: Web3 Accessibility,",2.8529628350618847,6,3,16,138,267.6774237143999
86,Gitcoin Grants Core Team - Dev,19.771946732797485,3,2,13,28,269.1853268
6157,Zarela - Increase Longevity in,28.86012576732127,3,3,2,9,271.17118174999996
6799,MetaShield: Protect Your Crypt,11.882109634641509,6,3,14,42,272.45879994
7733,Warp Contracts on Arweave 🐘 Re,14.427691312474124,5,3,4,45,272.59868589999996
3994,Solarpunk Art DAO,5.350869044322785,7,3,16,70,274.03019224782497
6016,dWeb Services - IPNS service f,16.75191441257743,5,3,14,36,274.7459049505
6571,Phoenix Guild: Onboarding the,32.58178561168469,4,3,5,13,275.2489852086826
6141,Clime DAO,13.867910475122454,6,3,15,56,281.315919555
6318,Unearthing Common Ground: a si,7.470684499376518,6,3,16,57,281.53984164999997
5699,Synpress - web3-enabled e2e te,32.79953772952775,4,2,6,15,284.992205
5158,Renewable energy &tree-plantin,7.5360301227537905,5,3,16,58,287.24236086
6820,KonmaDAO - Legal and Financial,37.03586259793738,3,3,5,8,290.67127270000003
4965,"ZK Travel Scholarships, by 0xP",11.69622268119727,5,3,14,42,291.028163725
4201,Spect Network,18.869988015799947,5,3,14,82,291.40156961
7672,Forta Agent: Contract imperson,3.050261463913877,5,3,11,247,293.184389185
2445,The ((word block)),1.603238783061392,5,3,9,180,296.64417344000003
7467,Rebooting Science with Just On,18.845299546070205,6,3,14,36,302.64367695
7929,Yes3 by Lyon protocol ( decent,79.38037353614597,3,2,1,5,304.13877
6342,HyperXP,9.24388045697608,6,3,13,53,304.293626775
7407,DeSci.Global - Organizing/spon,4.644798963320846,6,3,15,79,305.243150641
7241,DeSci Collective - Helping bra,13.390914084808912,7,3,14,43,305.332735791
5958,Ape Maintenance Fund,69.41672950389065,4,2,4,7,306.12781321
6271,Women in Web3 Venture Builder,12.191855293762828,6,3,14,57,306.515134476
7918,Forta Patterns - Sybil detecti,1.1540280292214327,5,3,9,262,306.709047245
4863,ReeFi-DAO's digital twin of Au,6.666766011663335,7,3,15,89,310.034666021
4240,Moonjelly - High Quality Data,8.013030764747992,6,3,13,69,310.19910827
6128,go-ethereum (geth),16.74225208468597,5,2,13,31,310.9555052057797
4683,SHARE Protocol,3.91435098703449,4,3,8,77,311.82851237
7212,ERC-Cool - The new standard in,31.589702437631345,4,3,11,16,312.25924249999997
7478,Save Pakistan -- The biggest c,7.46211218594121,6,2,14,61,314.22685468
6347,Beetroot: Messaging for NFT tr,110.5836303487603,2,3,4,6,317.4294550000001
490,POAP  (Proof of Attendance Pro,4.41474125230332,6,3,16,138,318.235652382
6998,My First NFT,3.2227291855226228,4,3,12,120,318.3169545
7544,WeSeed,33.71877716662605,4,3,9,34,321.10402561
1264,Gabriel Haines - QUALITY CRYPT,65.52548291270713,4,3,7,13,323.31759296
4878,Decentralized Life Sciences Ec,5.036964790017414,7,3,16,99,325.833618459575
4712,@ensregistry | ENS Registratio,33.97542457888489,4,3,12,25,326.079655075
6237,"Non-Fungible Friend: Connect,",20.455686648693543,5,3,10,20,327.287959895
6295,ENS Arabic Educational Channel,35.383925369496495,4,3,10,22,327.49604607500004
7118,Repro Grants - Fast funding fo,13.126567445887952,5,3,15,60,331.03762112
7691,Pasta curves on solidity,76.69264074642176,3,3,5,9,333.8084755
4087,Karma - Reputation for DAO Con,5.691676195369438,5,3,15,103,333.8466342615
7372,ENS University,30.496956494398223,5,3,13,31,334.16611864000004
6264,TestNetRun,4.650668075679101,5,3,16,122,334.373302705
5027,0 to Web3 - Instructor Led Cod,17.302137271410782,5,3,8,20,338.01182812
7414,HERITage Non-Fungible Economy,107.18990387873052,4,3,5,8,339.369505
6713,Incrypted - Media Network abou,6.207720365064413,5,3,10,217,340.05129867985
6192,Helms (for Loot),4.194266423976428,6,3,15,160,342.04210413
7713,Grappa,22.291142200527528,5,3,7,80,343.51934370000004
2785,Week in Ethereum News,14.815871188615166,6,3,15,34,346.1174780728
6537,Cobogo - the Business Infrastr,43.499615776405996,5,3,8,18,359.01555883500004
4551,White Hat DAO,12.496145559294172,5,2,11,38,359.550813061
7833,50mm Collective,11.004359863623597,5,3,10,64,361.26552515
7569,GiroGiro AI,15.222665771085737,5,3,11,46,366.02266971
7142,Genesis Scrolls Audiobook,18.378174773154036,4,3,14,33,366.73091315
7331,CTN- Crypto Tech Night: Blockc,28.83428135539938,4,3,9,19,367.027673295
7684,Green Academy,10.250728435974944,7,3,9,68,371.981198861789
7851,Follow The Black Hare: an open,12.691058540698217,5,3,6,47,372.26068826
7734,P3RKS - Rewards For DAO Contri,22.83984054185781,5,2,8,22,373.08359853132004
7557,Help A Child Get Back to Schoo,13.74075414986476,5,3,14,59,373.4060509546854
6546,BlackLeadersDAO - Advancing th,12.088072979428299,3,2,15,45,376.610400055
7206,Minority Programmers Education,6.256046052826868,5,3,16,106,378.9330322
7011,Funding Fusion Energy Innovati,8.527962048288899,6,3,15,111,380.06249706
5468,Digital Gaia: Proof of Impact,9.58362467500645,6,3,16,75,380.31293605357797
5070,1Hive Gardens,20.63011938936021,5,3,15,75,383.2984192446183
6227,"""The Genesis Scrolls"" — a book",8.107325624069729,4,2,15,85,384.868398425
7260,The RealmsFolk of the Lootvers,15.122529511373447,5,3,9,27,389.00663585
6145,The Violette of Vitriol Projec,21.964150277264515,6,3,14,40,389.2934698175
6131,The Minstrels (from Loot),16.11586572530313,6,3,14,46,390.7170281725
6162,Conquest.eth a permission-less,55.385950679051184,5,3,7,19,396.81123227
7405,Web3 Talks: Stories & Tips fro,8.292587789887605,5,3,11,81,402.97435846999997
6104,SheFi - Financial Freedom is F,10.770227228459179,6,3,13,63,411.77740036077967
7675,Contri,11.101391550762493,5,3,11,63,413.46006455
7346,Mest - Make your on-chain stor,2.244740378790081,5,3,15,213,427.70739070295
4014,Planting fruit trees in 64 sch,21.466071518066407,7,3,16,66,432.7998264051731
7345,BasicTier Platform,0.3372171676389212,5,3,5,333,434.92331167
7210,Evolving Space - Bringing Tech,21.87817630646453,4,3,13,43,438.88995756500003
4840,🌳 Blockchain Infra Carbon Offs,14.367593926790928,6,3,15,74,441.13725797188056
4763,AntidoteDAO - Curing Cancer th,11.13522206600351,5,3,13,72,441.19619987
615,Meta Gamma Delta DAO: Funding,14.143107168413037,4,2,16,65,445.430320907549
7854,ggQuest -- Creating a fairer w,17.93616724614555,4,2,7,25,446.220345
3062,Atlantis World,11.625227956991301,6,3,14,91,447.23742368
4597,Proof of Integrity,3.6428686412396747,6,3,16,200,448.7763906553
4546,MiniMini Dungeon - New Hack Sl,9.913162402403323,4,3,15,84,453.19988492
4249,Pozzle Planet - Impact-2-Earn,15.916049305589935,5,3,16,107,457.63141983
543,The MoonMath Manual to zk-SNAR,22.81294400949476,6,3,15,87,464.3843016564059
7229,Coffee Carbon Collective: rege,11.745265601177449,6,3,14,112,466.83341861499997
7536,Truust: A proposed new computa,1.7288678572398954,5,3,11,154,468.42056375
4069,"The AI Commons, Algovera",12.688827463118454,6,3,12,60,469.82089460577964
6419,Loot MMO,31.95958383651044,4,2,7,36,473.04061400000006
7255,Eigen Network,9.66565823023701,5,3,16,175,473.62140954200004
7315,DAOLink,36.45266233816751,3,2,12,26,475.97952355
1599,GiveStation,12.57771014572635,5,3,7,224,478.2309173
5037,Ogallala Life,6.943225164188312,7,3,16,108,481.92667903110083
6311,Portals & Passages: magical ga,12.081464449393518,5,3,11,48,483.357145615
4385,Seedle Finance - An easy tool,8.431729276933865,5,3,14,119,484.120903285
7588,Open Source Attention,39.852557084135405,5,3,13,32,486.37758177
1970,ITU Blockchain,9.353919190286254,6,3,15,132,488.253228656
779,DeFi LATAM,27.309350382793465,5,3,14,49,504.96972674
3372,zkApe - Turkish newsletter abo,4.656554213014121,5,3,16,186,506.51296406
5862,Jolocom Tech Stack 2.0 - Own Y,7.543838972417672,6,3,11,145,513.112463361
7646,Sugoi Protocol: Web3’s first G,207.68951395898299,4,3,3,4,521.727281155
6626,Crypts and Caverns: Speed deve,18.616348619516092,6,3,13,58,521.7635285512101
7636,Psychology Research & App,35.660455255293094,6,3,11,38,528.0181598143118
6042,SOLARPUNK NOMADS,8.158798330572264,6,3,15,130,530.982583327328
6465,CrossSync,7.505713311664675,5,3,16,151,531.24100349
7303,Greatness: A Loot Podcast Seri,8.217891726385545,5,3,15,185,531.5491018056
2213,DoinGud: NFT ecosystem empower,10.062163320743059,8,3,16,102,537.1512649709548
7311,Nextme,37.125086181457725,6,3,10,30,537.947905946
7547,Fluidspeed Programmable And St,0.34469311728701196,5,3,5,402,543.87282445
6030,she256,40.580946358874534,4,3,12,53,548.896659095
7944,All In For Sport,40.70955578366214,3,2,4,10,557.3697999999999
1262,Gaia Gives - Web3 Philanthropy,145.28818203098024,5,3,4,11,564.9460653343118
7502,Minidomn is a launchpad for We,5.54809428350217,5,3,8,245,566.7555873225
7506,Regen Knowledge Graph,10.574390676196309,8,3,13,128,570.9793398987053
7266,Contracts bots gang,5.81557161407105,5,3,15,289,571.472692228815
6233,Loot.foundation: the Lore Deve,22.474819827908746,7,3,15,65,575.1361960410001
7578,OptiNames | ENS on Optimism,6.5651465498118835,5,3,14,187,577.5807856215
7497,Defi Biolabs is engineering cy,18.927369000151117,5,3,16,91,578.16020585
7122,OTCOnline - Web 3.0 OTC and fu,7.071626723250242,5,3,12,161,586.1051331900001
6871,Buckets - save in cryptos with,6.5512978899861745,5,3,14,192,606.0752310204
7265,SimpUnion is a fixed rate lend,5.358462749515574,5,3,12,269,609.9051646675
7641,Bu Zhi DAO - Taiwan Web3 Educa,11.352929826187497,4,2,14,123,610.04020505
7135,An ENS & Web3 Project: Web3Dom,7.680378063862601,5,3,15,194,623.8203898274243
7098,INFINITRI: A new way of forest,24.25664508231581,5,3,12,70,624.08097795
7214,Project LION,25.782070538070805,5,2,14,55,627.687454605
7772,On Chain Art,49.349948045185954,3,2,5,12,629.5381500000001
7812,Tech By Choice: Paid Open Sour,17.16745136012123,5,3,9,80,631.40530107
7585,Project Toninas: Lahille's bot,16.77696649126651,7,3,15,116,634.7704280795
7454,Saving forests in Colombia wit,6.153359325800367,7,3,16,175,636.5026972143119
7397,CNS: Community Name Service,7.740092658254871,5,3,16,167,638.9669228204
7369,Pluriverse.wtf,21.797035397721636,4,2,14,59,641.319799983
5779,Buildship,8.835312126643004,4,2,15,219,641.852363755467
5090,Urbanika and the SolarPunk Awa,26.290966998905443,7,3,13,101,645.9933080038223
7269,CyberBox ReFi NFT Marketplace,9.540326071400658,4,3,13,188,648.0366087
5613,ZK Locale - Privacy preserving,13.49602915122915,6,3,16,134,652.56900446
7190,"sci2sci - ""GitHub for scientis",12.12129654891643,5,3,15,122,653.2841712417
6097,Community Engagement and Rewar,14.186717759395707,5,3,14,75,653.7988421425
886,The Daily Gwei by Anthony Sass,8.300077038950123,7,3,16,152,668.4007738701637
7231,Decentralized Library,263.09033580890423,3,2,5,5,668.9749322499999
331,Circles UBI,12.75950538717064,7,2,14,107,675.5656518680557
6200,Hibiscus DAO,9.542695702833644,5,3,14,197,676.50612957
7512,3 Seeds / 3 Semillas Collectiv,262.31545352949695,2,2,4,5,677.0790281501468
7336,Decentralized student team for,25.621213500187363,5,3,12,57,679.996307835
6180,ethereumpools.info,305.8627160246518,2,2,3,3,682.58616
5510,AgroforestDAO,4.371296165139369,5,2,16,254,683.26977721
6388,Community Management,8.88838431873307,7,3,14,171,684.7275554482001
7617,DeSciWorld - P2P Research Fund,20.9285932778411,7,3,16,105,691.1058113127999
7724,BzzWiki - Decentralized Wikipe,260.8950307365076,3,1,4,5,691.7431238209999
63,RadicalxChange Foundation,64.58936326002782,6,3,15,56,694.141282835
7431,Publish Science | SciDAO,28.813539750369518,6,3,13,91,695.158714086
7325,DeSci Hack Global,23.34640202290406,8,2,15,80,701.6207929017796
1155,Token Engineering Commons,18.58096878495128,7,3,12,69,703.1428053908336
6686,Kokonut Network: Agriculture +,7.894563753324917,6,3,16,172,710.533585925
7401,FNS - Filecoin Name Service,22.871124361743654,4,3,8,100,717.90425141
1102,✨ Astral — Spatial data on the,10.695588396662124,5,3,16,164,718.5505995743118
7222,Madaland,4.4329806353959365,5,3,9,391,720.6462675075
5005,impactdao.game,122.0895658696322,5,3,11,28,730.13846895
111,Research Grant:  Swarm Scraper,257.3306244722482,3,2,3,5,746.42403887
6698,Beats Per Mint Music NFT Platf,13.272096793085296,6,3,16,120,750.748980109089
782,Ethereum Cat Herders Community,38.62519202183252,4,2,15,46,758.84811848
7217,Open Pretty Good Crypto: enter,126.20914269673831,5,3,12,26,759.790762175
7123,Parrot DAO: Web3 Education & S,149.18035776037092,2,1,5,9,760.8659399999999
5877,The smol EVM project,134.6333369860631,5,3,9,20,764.403108821
1245,Token Terminal,13.088233097509931,5,2,16,182,777.2861196737
7151,Seed Funding for Foresight DAO,12.510368180048996,5,3,16,118,787.526974
795,Giveth.io - Panvala League,10.669178229717263,6,2,16,202,791.3747478248421
4825,Circom - Efficient circuit fra,12.752639698978685,6,2,16,201,792.0576614122
7321,ENS Spoofing Bot: Detect a Sca,7.165221527091228,5,3,15,330,803.522485444165
7180,Metopia,6.6762467640337375,5,3,13,247,814.091049545
6182,Open Source Manufacturing:  An,108.07904103675274,6,3,13,36,816.4270833209999
6025,Learn-to-Earn Regenerative Fin,37.71294003064506,5,2,14,70,818.0225549300001
7516,Open Source Medical Prize Fund,31.01723803895185,5,3,13,126,826.4481844000001
7514,Neuroscience of Ethereum: Dece,102.68021585146121,5,3,11,36,828.08768839
4780,PactDAO: Mutual aid economy,10.54933069009403,4,2,16,247,833.74900372
7554,ECHO - decentralized comment w,25.878779654080542,5,3,15,147,834.7710292550001
7477,"OpenCampus, Evolving into a DA",15.522309373021466,5,3,15,120,835.57173642
3531,Dataverse: your ownable person,9.92033263928166,5,3,16,282,839.39071748
4791,Natives in Tech DAO,8.140814271006672,7,3,16,157,846.4764653729111
3816,The Dream DAO (by Civics Unplu,11.178449604044186,6,3,16,186,848.22617887571
7259,The Community Health project,139.28919751084032,4,2,8,21,852.7774995
7228,Grassland: Free Robotic Intell,102.2353838227211,4,3,8,19,854.73325
7392,Hepta Protocol: Support donati,48.05814545453988,4,3,12,59,855.967311
1669,Idena: The first Proof-of-Pers,58.21020418455414,6,3,15,127,857.041585902
7460,Monsters of Realms,10.39011498701632,6,3,15,105,857.10598207
4934,ZKxZK: zkSNARK circuits for cr,6.28560110417857,5,3,16,304,865.589984056
5960,Impact DAO Media - A Digital M,24.904363068642123,4,2,16,149,866.0320665849999
7036,Neutral Protocol - On-chain ca,30.418675802640728,4,3,11,48,866.3900094850001
3169,Cyber Academy,82.64536945094734,4,3,12,36,869.43903675
4511,Governor DAO Proof of Existenc,13.850982785002664,6,3,15,145,871.29242828
5897,CO2CULT: Offset ETH's carbon f,18.40483370729077,6,3,16,198,888.094164556789
6099,Women in Blockchain (WiB),35.77937464591754,7,3,16,78,888.577733891
5060,CureDAO - A Community-Owned Pl,36.203593536274276,5,2,14,70,888.821711785
519,rDAI,6.2094394064549014,4,2,11,303,895.3798030755
2922,Gitcoin Governance - Chinese E,67.19213101944862,5,3,15,95,897.14336573
4200,Endangered Tokens: ReFi approa,10.537101882866626,6,3,16,194,901.8240161350916
7342,The DeFi Education Fund is wor,103.723285575287,6,2,9,39,902.1635424225
4966,Faster API for resolving ENS n,4.693351837818333,6,3,16,246,903.674285025
7773,DeSci Africa - Supporting scie,24.04463396719324,6,3,14,139,908.0304859918934
5939,LunCo: Decentralizing The Luna,15.499772016392903,6,3,14,138,924.45407427
6816,Troop Finance - Invest Better,6.644444322960856,6,3,15,415,942.440811756
6197,Trusted Seed,99.55382561135137,6,3,11,43,945.4323947931185
6090,WTF Academy: Web3 Open-Source,18.69293616336867,5,3,15,179,949.35973641
4851,Shamba Ecological Oracle and D,10.025967644621591,6,3,16,213,952.3920047993118
7274,Decentralized Science to fund,14.398101509549978,5,2,16,128,957.953586725
1855,Stereum - Ethereum Node Instal,81.01182365586591,5,3,14,65,958.29528004
7432,ENS Fairy,37.56036760329359,5,3,15,69,967.4226144845
7393,BanklessDAO Projects,11.456475322718292,4,2,16,133,968.689230875
1573,Metagov: research on digital s,88.23093661628995,5,3,12,55,979.10214948
7385,FacHub Platform,1.1048527821181455,5,3,9,659,991.68351966275
7664,Desci China,0.0,1,1,1,1,1000.0
7888,Future Quest: A web3 ecosystem,61.37694819373707,6,2,3,57,1036.1549369462798
160,@antiprosynth | antiprosynthes,23.35685487106212,5,3,15,80,1040.45205579
7375,ImpactNFTs : an on-chain resou,62.85131306115436,6,3,15,109,1041.4147880617743
7411,The DeSci Academy - Accelerati,94.84994854454831,5,3,14,51,1042.6306222399999
7387,The Crypto Freedom Lab,111.11790394205504,5,3,11,34,1052.95482736
4213,Blaine Bublitz - ETH/ZK Infras,12.86954621869059,7,3,16,199,1067.8743284145
7601,Soul Wallet,7.556652948712084,5,3,14,402,1074.335355284821
7749,CRYPTO ADVOCACY IN ACTION - Mo,125.9890087054091,6,3,8,29,1086.6982014285634
6045,POAPin: Treat your POAPs like,11.786635055264755,7,3,16,360,1093.6472046814058
3368,IsEthereumASecurity.com,449.15609739525047,2,2,2,3,1094.53695
7232,Orgassign,0.7634458959173993,5,3,12,715,1103.46228516517
7334,🧠 NeuraDAO: The Future of Neur,26.39430085554525,7,2,15,119,1106.2729885257797
202,Vocdoni - Anonymous Voting,71.38565148696004,7,3,16,92,1123.5339473774059
5984,The Proof of Stake Alliance (P,75.12771000084197,6,3,12,77,1127.7884706257796
1805,Pepemon: Degen Battleground,9.935726813130174,5,3,16,311,1143.199760635
4029,"AGROFROSTRY, CLIMATE CHANGE, E",45.78017173052869,4,3,9,131,1144.20049864
7791,Chainlist,9.618387712435581,6,3,11,445,1157.44831314
7395,bfrenz - Your crypto social me,40.04466043162552,5,3,15,123,1165.486722355
1151,Fuzzing @ Home - helping find,78.62572282173437,6,3,15,74,1165.73480064
7429,Web3MQ - Web3 Messaging Protoc,4.626118352973031,6,3,9,498,1172.66997179912
7252,Societify is a guild managemen,0.977064355317444,5,3,6,869,1184.17620999
7647,Web3 Women in Science,6.996978021408901,6,3,14,291,1189.764513995
6354,Spirals - Climate Impact Staki,8.032648229430015,7,3,16,304,1194.540104504449
855,KERNEL [Panvala League],103.35884680162025,4,2,8,20,1198.0003316267691
7474,ValleyDAO - Democratizing Clim,13.220301321066543,5,2,16,213,1205.7100956967001
7735,"Mark3d - NFT, DeFi & DAO tools",191.30972449588236,4,3,8,19,1206.0790100000002
5051,DeFrag DAO,9.78453786616572,5,3,16,404,1225.1239376971
7354,Arronia,1.760405174516662,5,3,11,821,1235.0935007656176
7785,ORB: Best place to network wit,6.008492438955462,5,3,8,451,1235.668867833
7064,"Decentralized Monitoring, Repo",14.398963886039203,6,3,16,253,1246.748775889312
6456,The Impact App + Eco Labs,21.242108345484006,7,3,16,213,1268.3237576080219
3457,eth-wizard: An Ethereum valida,11.815585295454074,7,3,16,275,1280.0349384436677
7302,TaterDAO brings accurate real,25.367661423811224,5,3,16,128,1285.07216783
3535,Bankless Academy,12.723832497240517,4,2,16,313,1311.23944405
7725,VestLab - analytics service th,9.85215581515737,5,3,11,381,1325.3163869765
3150,DeFi & Web3 Developer Roadmap,76.77752810402448,5,3,15,68,1329.49138657
4698,ResearchHub Community – A GitH,15.266151683949817,5,2,15,211,1334.812777645
7046,Optimism DAppNode Package,12.475320196290973,6,3,16,442,1336.7673352159
6152,Algorand Name Service,2.269189037227016,6,3,16,669,1352.9252540765
7278,ReFi DAO Water Circle Water Cr,16.84645590293576,9,3,16,279,1371.6297461181368
7108,Scaling Nature Positive Credit,22.02860357435102,5,3,16,185,1380.842696385255
7196,Collateralizer,1.020534908663175,5,3,11,1046,1399.7590066698515
4006,Avano [Panvala League]- Decent,11.893445528434253,6,3,16,308,1403.498498127549
223,Ethereum Magicians ✨,61.69215867441664,7,2,14,116,1471.8487781
5414,ENS.Vision,13.350967631249805,6,3,9,302,1473.2461466973
7297,Dolven Labs - DAO Based Ecosys,2.7294311705818295,5,2,16,700,1475.0837089638715
4326,"OUR 40acres, an internet nativ",11.714207241991708,7,3,16,251,1477.57221852371
7082,Scholar: Crypto-Native Scienti,70.64862820265321,5,3,14,99,1486.921430805
4874,Autonomous Web3 Carbon Offsett,14.442396135355411,5,3,16,374,1516.9008304665776
7483,Baddies in Tech DAO: Championi,14.815566963002164,7,3,15,251,1522.09496903391
4923,Earthist - Decentralize Hemp S,57.11102237895259,6,3,16,140,1531.8221095
4019,RainbowDAO Protocol,5.817178094413959,5,3,15,805,1532.71003181
7298,PsyDAO - Democratizing & Decen,16.29237048029425,7,2,16,240,1532.9771801017
6743,Predomain Project,19.242471949087573,5,3,16,249,1533.213127956
7143,Building a Private Advanced Re,22.615399203528035,5,3,15,211,1534.0280746
6049,Scam Sniffer,30.678647613849716,6,3,14,463,1536.30212025441
7155,Openseed Platform,1.163175394940965,5,3,10,1115,1537.26187727825
539,Commons Stack,53.49749110360358,7,3,15,158,1545.8180374634599
7451,CrypMetis DAPP,4.877854183404866,5,3,10,1054,1557.1259125068516
1403,Geo Web [Panvala League],3.2271768487116175,6,3,16,762,1560.300585979881
7894,Women Buidl Foundation - Codin,342.8035047300692,2,2,4,18,1562.6814100199997
5781,ZKmaps: proof-of-location,8.515726092420412,6,2,16,448,1568.66722039041
6547,Cryptoant Program,4.913080196979278,5,3,8,1040,1583.468046525
6297,Seavoting  cross-chain voting,1.193815357514326,5,3,14,1123,1598.3013124425
7225,Commons Credit Working Group o,14.974082767489667,8,3,16,336,1603.4658751490108
3998,Lifespan.io Meets Web3 - Crowd,45.44934113933074,6,3,14,261,1604.2227727421796
6037,Distributed Solar for Web3 Cre,15.497846283784321,8,3,16,222,1608.3040335593735
7697,Take Up Space → Onboarding & E,13.653357240360782,5,3,13,269,1617.6567645455
7204,RightfulShare An Income Moveme,276.45239814039076,4,3,12,21,1628.5367030749999
7028,The Angry Teenagers - scalable,17.684477439815904,4,3,16,250,1638.345698922
7552,Plants And Pillars,51.958961095329606,6,3,13,194,1642.471549702035
7443,I Am The Master of My Own Doma,49.50245363763418,5,3,15,181,1643.0447257550002
7398,Commubase,4.78463617371485,5,3,11,1114,1652.5543678683778
1595,Bloom Network,10.823666460361997,7,2,16,401,1672.1493344198193
7164,Signal + ENS,39.8721509103232,5,3,16,290,1675.027971943
2594,Defending privacy and user rig,53.9470094215092,5,3,16,153,1689.503909268605
7256,CrypColosseum is a platform wh,4.64522514360027,5,3,10,1171,1694.3851416335
4861,ENS DAO Newsletter | ensdaonew,20.361508758979884,5,3,16,284,1695.4331768689751
6542,Cryptobond Tool,4.761986230070155,5,3,10,1122,1704.1593201150001
2599,🪐 OpSci: The Open Science DAO,12.333666183693495,8,3,16,312,1710.9841178875797
7545,"SmoothDiscovery ,a  platform f",4.584695568388997,5,3,5,1197,1712.2275635525
6309,Fair Auction,4.855651197430111,5,3,11,1148,1750.910451935
5959,NiceNode:  Run a node — just p,4.558548589689156,7,3,16,539,1751.1512972078
4883,Spark Eco and Helios - the Sol,25.28500209534792,6,3,16,402,1768.20709597695
7418,【W3.work Metaverse】Connect & C,14.990667934921625,5,3,13,343,1777.0355180866
2112,StakeHouse Wagyu tooling suite,40.02249081949912,6,3,16,280,1778.6385004349797
1592,Hardhat by Nomic Foundation,20.632995972932793,8,3,16,292,1780.0404190417744
4708,Esteroids (Ethereum Asteroids),13.290009679970996,5,3,16,356,1783.1231544528
7162,The Longevity Decentralized Re,26.36424340611954,5,3,15,209,1793.222264835
5121,zkREPL: An online playground f,9.54752629641531,6,3,16,527,1811.84217163575
7940,The Tapestry,51.94378942553031,6,3,6,87,1849.2909981810064
6468,NBank Financial System,8.533421188463597,5,3,9,1029,1883.67615282
4299,CyberConnect,1.521357365230072,5,3,16,1015,1893.4134285808987
7408,NFTrack is a marketplace where,8.792553403915385,5,3,10,989,1925.3938139035001
7314,Ultrapods is a toolkit for dec,8.131691827739896,5,3,9,1133,1937.1408708473
